Garda Station,Latitude,Longitude
"44208 Mullingar, Westmeath Division",53.5256075,-7.341880600000001
"44209 Multyfarnham, Westmeath Division",53.6252723,-7.3893159
"35110 Murroe, Limerick Division",52.649444,-8.39949
"53107 Myshall, Kilkenny/Carlow Division",52.6858791,-6.7804051
"12107 Na Cealla Beaga, Donegal Division",54.6347625,-8.4547084
"12510 Na Gleannta, Donegal Division",54.7955086,-8.2812625
"45305 Naas, Kildare Division",53.2244337,-6.653003
"42301 Navan, Meath Division",53.647092,-6.6966605
"51307 Nenagh, Tipperary Division",52.863893,-8.1981541
"52307 New Ross, Wexford Division",52.3958337,-6.945456699999999
"45106 Newbridge, Kildare Division",53.17507579999999,-6.8047467
"35312 Newcastle West, Limerick Division",52.4495561,-9.05983
"21106 Newmarket on Fergus, Clare Division",52.7605328,-8.895750099999999
"33407 Newmarket, Cork North Division",52.2140232,-9.0030815
"22605 Newport, Co Mayo, Mayo Division",53.8852758,-9.5463685
"51308 Newport, Co Tipperary, Tipperary Division",52.71089629999999,-8.406208399999999
"12308 Newtowncunningham, Donegal Division",54.99881749999999,-7.5127836
"43204 Newtownmountkennedy, Wicklow Division",53.0927815,-6.112023
"42302 Nobber, Meath Division",53.8217066,-6.747939799999999
"42204 Oldcastle, Meath Division",53.7700178,-7.162411799999999
"14306 Omeath, Louth Division",54.0882604,-6.2593365
"35111 Oola, Limerick Division",52.5296598,-8.2596358
"23608 Oughterard, Galway Division",53.42854810000001,-9.3189472
"52106 Oulart, Wexford Division",52.5039145,-6.390861699999999
"52107 Oylegate, Wexford Division",52.42101,-6.52994
"35112 Pallasgreen, Limerick Division",52.54873,-8.355184999999999
"35313 Pallaskenry, Limerick Division",52.6447411,-8.8674281
"22306 Partry, Mayo Division",53.6963867,-9.2780532
"54303 Passage East, Waterford Division",52.2396938,-6.974394999999999
"31405 Passage West, Cork City Division",51.8720626,-8.3362128
"35403 Patrickswell, Limerick Division",52.5980577,-8.707284399999999
"61202 Pearse Street, D.M.R. South Central Division",53.3439483,-6.2483434
"12108 Pettigo, Donegal Division",54.54943,-7.832033900000001
"53311 Piltown, Kilkenny/Carlow Division",52.3511631,-7.331338099999999
"41211 Portarlington, Laois/Offaly Division",53.1620332,-7.189573999999999
"41212 Portlaoise, Laois/Offaly Division",53.03276169999999,-7.2995375
"54205 Portlaw, Waterford Division",52.28926569999999,-7.3147439
"34111 Portmagee, Kerry Division",51.8854295,-10.36194
"51309 Portroe, Tipperary Division",52.8847,-8.344875
"23506 Portumna, Galway Division",53.0927811,-8.218540599999999
"63403 Raheny, D.M.R. Northern Division",53.3804065,-6.1750943
"12409 Ramelton, Donegal Division",55.03590000000001,-7.64809
"12309 Raphoe, Donegal Division",54.8738705,-7.5994379
"45107 Rathangan, Kildare Division",53.2210179,-6.9945422
"66203 Rathcoole, D.M.R. Western Division",53.2817307,-6.466167
"32207 Rathcormac, Co Cork, Cork North Division",52.07613,-8.28176
"41213 Rathdowney, Laois/Offaly Division",52.8555198,-7.584797300000001
"43305 Rathdrum, Wicklow Division",52.93231230000001,-6.231101199999999
"64201 Rathfarnham, D.M.R. Southern Division",53.3004978,-6.2838544
"54206 Rathgormack, Co Waterford, Waterford Division",52.30536129999999,-7.495986299999999
"35314 Rathkeale, Limerick Division",52.5225255,-8.9403655
"64301 Rathmines, D.M.R. Southern Division",53.3218816,-6.2655052
"33408 Rathmore, Co Kerry, Cork West Division",52.0842484,-9.2184337
"12410 Rathmullen, Donegal Division",55.0970707,-7.5363061
"53108 Rathvilly, Kilkenny/Carlow Division",52.87983449999999,-6.6960481
"41306 Rhode, Laois/Offaly Division",53.3499888,-7.198962900000001
"13108 Riverstown, Sligo/Leitrim Division",54.1304398,-8.3952507
"45306 Robertstown, Kildare Division",53.269268,-6.815316399999999
"44211 Rochfortbridge, Westmeath Division",53.4146417,-7.2996835
"11305 Rockcorry, Cavan/Monaghan Division",54.1178982,-7.0148381
"66302 Ronanstown, D.M.R. Western Division",53.3407769,-6.402021899999999
"24105 Roosky, Roscommon/Longford Division",53.72658699999999,-7.7963517
"23609 Ros Muc, Galway Division",53.341493,-9.6132326
"24505 Roscommon, Roscommon/Longford Division",53.634027,-8.182134
"51404 Roscrea, Tipperary Division",52.9551789,-7.798469600000001
"33307 Rosscarbery, Cork West Division",51.57767,-9.038
"13305 Rosses Point, Sligo/Leitrim Division",54.3047546,-8.5640206
"52405 Rosslare Harbour, Wexford Division",52.2513061,-6.3414908
"52406 Rosslare Strand, Wexford Division",52.2720275,-6.3892254
"43306 Roundwood, Wicklow Division",53.0657875,-6.2241877
"35404 Roxboro Road, Limerick Division",52.6550082,-8.6176154
"63203 Santry, D.M.R. Northern Division",53.4022306,-6.2373559
"21108 Scariff, Clare Division",52.9088498,-8.533109
"33210 Schull, Cork West Division",51.526867,-9.5479801
"11506 Scotstown, Cavan/Monaghan Division",54.2778889,-7.066951400000001
"65205 Shankill, D.M.R. Eastern Division",53.83624,-7.77837
"21109 Shannon, Clare Division",52.71178219999999,-8.8783365
"11106 Shercock, Cavan/Monaghan Division",53.9950108,-6.8979854
"51405 Shevry, Tipperary Division",52.6894654,-8.050235299999999
"43107 Shillelagh, Wicklow Division",52.7545156,-6.533460499999999
"41108 Shinrone, Laois/Offaly Division",52.9844035,-7.9245622
"22408 Shrule, Mayo Division",53.5202745,-9.0883693
"21110 Sixmilebridge, Clare Division",52.7420054,-8.772400500000002
"63105 Skerries, D.M.R. Northern Division",53.5805519,-6.1078779
"33308 Skibbereen, Cork West Division",51.55592439999999,-9.262130299999999
"13306 Skreen, Sligo/Leitrim Division",54.2408784,-8.7316374
"42303 Slane, Meath Division",53.7086474,-6.543651199999999
"13307 Sligo, Sligo/Leitrim Division",54.2775969,-8.4715258
"24306 Smear, Roscommon/Longford Division",53.8845317,-7.5933778
"34112 Sneem, Kerry Division",51.8373942,-9.8983245
"23207 Sraith Salach, Galway Division",53.4655285,-9.7237017
"53312 Stoneyford, Kilkenny/Carlow Division",52.8359963,-6.924607399999999
"62301 Store Street, D.M.R. North Central Division",53.3500264,-6.2515413
"41214 Stradbally Co Laois, Laois/Offaly Division",53.01579830000001,-7.149471699999999
"24106 Strokestown, Roscommon/Longford Division",53.7758666,-8.1035319
"33507 Stuake, Cork West Division",51.99185,-8.756359999999999
"42405 Summerhill, Meath Division",53.4813655,-6.732514699999999
"64102 Sundrive Road, D.M.R. Southern Division",53.3245112,-6.2959712
"11207 Swanlinbar, Cavan/Monaghan Division",54.1937636,-7.7047113
"22506 Swinford, Mayo Division",53.9437021,-8.950006
"63303 Swords, D.M.R. Northern Division",53.4557467,-6.219740600000001
"52407 Taghmon, Wexford Division",52.3229838,-6.6546699
"64202 Tallaght, D.M.R. Southern Division",53.28817830000001,-6.3575934
"54109 Tallow, Waterford Division",52.09214069999999,-8.007030199999999
"34210 Tarbert, Kerry Division",52.5724738,-9.374537199999999
"33508 Tarelton, Cork West Division",51.84509,-8.99058
"24506 Taughmaconnell, Roscommon/Longford Division",53.3940037,-8.1720671
"51406 Templederry, Tipperary Division",52.7742838,-8.0731293
"51407 Templemore, Tipperary Division",52.794802,-7.839860900000001
"51408 Templetuohy, Tipperary Division",52.78847,-7.721649999999999
"64302 Terenure, D.M.R. Southern Division",53.31041579999999,-6.2898931
"53313 Thomastown, Kilkenny/Carlow Division",52.5264574,-7.1383205
"51506 Thurles, Tipperary Division",52.67895559999999,-7.813466399999999
"33109 Timoleague, Cork West Division",51.6432296,-8.766188699999999
"43108 Tinahely, Wicklow Division",52.7997634,-6.463184399999999
"51606 Tipperary, Tipperary Division",52.4736499,-8.161800399999999
"31406 Togher, Cork City Division",51.8766551,-8.4955764
"51312 Toomevara, Tipperary Division",52.85071629999999,-8.0350506
"34313 Tralee, Kerry Division",52.2713096,-9.6999325
"54208 Tramore, Waterford Division",52.16143539999999,-7.1492952
"42406 Trim, Meath Division",53.5523129,-6.793526399999999
"23809 Tuam, Galway Division",53.5141156,-8.8565177
"13109 Tubbercurry, Sligo/Leitrim Division",54.0548904,-8.730457
"21111 Tulla, Clare Division",52.8692148,-8.7607816
"41307 Tullamore, Laois/Offaly Division",53.2752768,-7.4924439
"53109 Tullow, Kilkenny/Carlow Division",52.8028723,-6.7365072
"24207 Tulsk, Roscommon/Longford Division",53.7799868,-8.2560526
"53207 Urlingford, Kilkenny/Carlow Division",52.7205983,-7.5821799
"11108 Virginia, Cavan/Monaghan Division",53.8344096,-7.0813222
"31304 Watercourse Road, Cork City Division",51.9085669,-8.4739558
"54304 Waterford, Waterford Division",52.2572983,-7.1115235
"32106 Watergrasshill, Cork North Division",52.0113682,-8.3440414
"22606 Westport, Mayo Division",53.8011456,-9.5222281
"52408 Wexford, Wexford Division",52.336916,-6.4633381
"32405 Whitegate, Cork North Division",51.8267841,-8.2321121
"43307 Wicklow, Wicklow Division",52.9807857,-6.046806
"23810 Williamstown, Galway Division",53.6777196,-8.579964
"23508 Woodford, Galway Division",53.0521803,-8.4002368
"32406 Youghal, Cork North Division",51.9542704,-7.8471707
